"","Correct_model_perc_eucledian","Correct_model_perc_mahalanovis","Null_model_perc_eucledian","Null_model_perc_mahalanovis","Percentage_difference_eucledian","Percentage_difference_mahalanovis"
"1",0,6,100,100,100,94
"2",2,6,100,100,98,94
"3",1,0,100,100,99,100
"4",0,2.5,100,100,100,97.5
"5",7.5,4,100,100,92.5,96
"6",0,0.5,100,100,100,99.5
"7",7,10,100,100,93,90
"8",12,8,100,100,88,92
"9",0,1.5,100,100,100,98.5
"10",26,0,100,100,74,100
"11",0,0,99.5,99.5,99.5,99.5
"12",0,11.5,100,100,100,88.5
"13",0,0.5,100,100,100,99.5
"14",0,3,100,100,100,97
"15",15,1.5,100,100,85,98.5
"16",7.5,0,100,100,92.5,100
"17",9,0.5,100,100,91,99.5
"18",0,0.5,100,100,100,99.5
"19",0.5,3.5,100,100,99.5,96.5
"20",15,1,99.5,99.5,84.5,98.5
"21",3,1.5,100,100,97,98.5
"22",0,0,99,99,99,99
"23",0,1.5,100,100,100,98.5
"24",0.5,0.5,100,100,99.5,99.5
"25",0.5,0,100,100,99.5,100
"26",0,0.5,99.5,99.5,99.5,99
"27",0,0,100,100,100,100
"28",0,0,100,100,100,100
"29",0,1.5,100,100,100,98.5
"30",23,23,99.5,99.5,76.5,76.5
"31",0,3,100,100,100,97
"32",2,4,100,100,98,96
"33",0,1.5,100,100,100,98.5
"34",0.5,0,100,100,99.5,100
"35",0,1.5,100,100,100,98.5
"36",4.5,13,100,100,95.5,87
"37",0.5,0,100,100,99.5,100
"38",0.5,2,100,100,99.5,98
"39",0,2,100,100,100,98
"40",3.5,0.5,99.5,99.5,96,99
"41",1,11,100,100,99,89
"42",1,11,100,100,99,89
"43",1.5,3.5,99.5,99.5,98,96
"44",0,1,100,100,100,99
"45",0,0,100,100,100,100
"46",5,0,100,100,95,100
"47",2,0.5,99.5,99.5,97.5,99
"48",2.5,0,100,100,97.5,100
"49",0,8,100,100,100,92
"50",0,6,99,99,99,93
"51",0,0,100,100,100,100
"52",1,1,100,100,99,99
"53",0,4.5,100,100,100,95.5
"54",0,0,100,100,100,100
"55",0,0.5,100,100,100,99.5
"56",0,3.5,100,100,100,96.5
"57",1,1,100,100,99,99
"58",0.5,1.5,100,100,99.5,98.5
"59",0.5,2,100,100,99.5,98
"60",0,0.5,100,100,100,99.5
"61",0.5,0,100,100,99.5,100
"62",0,6.5,100,100,100,93.5
"63",0,6,100,100,100,94
"64",0,0,100,100,100,100
"65",0.5,3,100,100,99.5,97
"66",5,0,100,100,95,100
"67",0,0.5,100,100,100,99.5
"68",0,0,100,100,100,100
"69",0,0.5,100,100,100,99.5
"70",0,6,99.5,99.5,99.5,93.5
"71",5,6,100,100,95,94
"72",1.5,1,99.5,99.5,98,98.5
"73",0,13.5,100,100,100,86.5
"74",0,1,100,100,100,99
"75",0.5,0,99.5,99.5,99,99.5
"76",0,11,99.5,99.5,99.5,88.5
"77",0,1,99.5,99.5,99.5,98.5
"78",0,1,100,100,100,99
"79",1,5.5,100,100,99,94.5
"80",0.5,0,100,100,99.5,100
"81",7.5,1.5,100,100,92.5,98.5
"82",0,0,100,100,100,100
"83",3.5,0.5,100,100,96.5,99.5
"84",0,0.5,100,100,100,99.5
"85",6,0.5,100,100,94,99.5
"86",12.5,0,100,100,87.5,100
"87",0.5,0,100,100,99.5,100
"88",5,0,100,100,95,100
"89",0,0,100,100,100,100
"90",0.5,1.5,100,100,99.5,98.5
"91",0,2.5,100,100,100,97.5
"92",11.5,0,100,100,88.5,100
"93",0.5,0,100,100,99.5,100
"94",6.5,0,100,100,93.5,100
"95",0,0.5,100,100,100,99.5
"96",6,1.5,100,100,94,98.5
"97",0.5,0,100,100,99.5,100
"98",0,0,99.5,99.5,99.5,99.5
"99",0,3,100,100,100,97
"100",3.5,0.5,100,100,96.5,99.5
"101",2.5,1.5,100,100,97.5,98.5
"102",20.5,2,100,100,79.5,98
"103",0,2.5,100,100,100,97.5
"104",0,0,100,100,100,100
"105",0,5,100,100,100,95
"106",0,2,100,100,100,98
"107",4.5,1.5,100,100,95.5,98.5
"108",0,9.5,100,100,100,90.5
"109",0,10.5,100,100,100,89.5
"110",0,2.5,100,100,100,97.5
"111",0,6,100,100,100,94
"112",0,0.5,100,100,100,99.5
"113",0,2.5,100,100,100,97.5
"114",0,0,100,100,100,100
"115",2.5,2,100,100,97.5,98
"116",0,4,100,100,100,96
"117",0,17.5,100,100,100,82.5
"118",2,10,99.5,99.5,97.5,89.5
"119",14.5,21.5,100,100,85.5,78.5
"120",2.5,17.5,100,100,97.5,82.5
"121",3.5,0,100,100,96.5,100
"122",0.5,7.5,100,100,99.5,92.5
"123",5,8,100,100,95,92
"124",1.5,0.5,100,100,98.5,99.5
"125",3,5,100,100,97,95
"126",0,3,100,100,100,97
"127",0,0,100,100,100,100
"128",2.5,3.5,100,100,97.5,96.5
"129",3.5,14,100,100,96.5,86
"130",4.5,26,100,100,95.5,74
"131",1.5,1,100,100,98.5,99
"132",6,2.5,99.5,99.5,93.5,97
"133",7.5,2.5,100,100,92.5,97.5
"134",0,0.5,100,100,100,99.5
"135",0,2.5,100,100,100,97.5
"136",14.5,0,100,100,85.5,100
"137",4.5,2.5,100,100,95.5,97.5
"138",1,13,100,100,99,87
"139",3,4.5,100,100,97,95.5
"140",14.5,13.5,100,100,85.5,86.5
"141",2.5,2.5,100,100,97.5,97.5
"142",0,1,100,100,100,99
"143",3.5,0.5,99,99,95.5,98.5
"144",5,0,100,100,95,100
"145",3.5,3,100,100,96.5,97
"146",1.5,0,100,100,98.5,100
"147",3.5,0.5,100,100,96.5,99.5
"148",0,2,100,100,100,98
"149",0,0,100,100,100,100
"150",8.5,0.5,100,100,91.5,99.5
"151",1.5,4.5,99.5,99.5,98,95
"152",0,0.5,100,100,100,99.5
"153",0,1,100,100,100,99
"154",0,0,100,100,100,100
"155",21.5,30,100,100,78.5,70
"156",0,7,100,100,100,93
"157",0,0.5,100,100,100,99.5
"158",0,0,100,100,100,100
"159",0.5,0,100,100,99.5,100
"160",0,0.5,100,100,100,99.5
"161",0,1.5,100,100,100,98.5
"162",0.5,2,99.5,99.5,99,97.5
"163",24.5,7,100,100,75.5,93
"164",0,14.5,100,100,100,85.5
"165",0,0,100,100,100,100
"166",0,16.5,100,100,100,83.5
